rowid,RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Have you ever seen Episode I?,Have you ever seen Episode II?,Have you ever seen Episode III?,Have you ever seen Episode IV?,Have you ever seen Episode V?,Have you ever seen Episode VI?,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Please state whether you view Han Solo favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Luke Skywalker favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Princess Leia Organa favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Anakin Skywalker favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Obiwan Kenobi favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Emperor Palpatine favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Darth Vader favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Lando Calrissian favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Boba Fett favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view C-3PO favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view R2 D2 favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Jar Jar Binks favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Padme Amidala favorably or unfavorably or are unfamiliar with him/her.,Please state whether you view Yoda favorably or unfavorably or are unfamiliar with him/her.,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
891,3289450247,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,,,3,2,5,1,4,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),,Very favorably,Very favorably,,,Very favorably,I don't understand this question,No,,No,Female,> 60,$50000 - $99999,Graduate degree,New England
892,3289450050,Yes,No,,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,2,1,3,4,5,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),,Somewhat unfavorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,Female,> 60,$0 - $24999,Some college or Associate degree,East North Central
893,3289449176,Yes,No,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,,3,5,6,1,2,4,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,Yes,Female,30-44,,Bachelor degree,East North Central
894,3289448435,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,6,2,3,1,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,Yes,Yes,Yes,Male,> 60,$50000 - $99999,Graduate degree,South Atlantic
895,3289445841,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2,1,3,4,5,6,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,No,,Yes,Female,45-60,$150000+,Bachelor degree,West South Central
896,3289437997,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,$50000 - $99999,Bachelor degree,Mountain
897,3289436437,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,6,5,2,1,3,Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Han,Yes,Yes,Yes,Male,30-44,,Bachelor degree,East North Central
898,3289434297,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,4,3,1,2,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,Yes,Male,45-60,$0 - $24999,High school degree,Middle Atlantic
899,3289425578,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,2,3,1,4,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Greedo,No,,No,Female,45-60,,Graduate degree,South Atlantic
900,3289423303,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,4,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,Yes,Female,45-60,$150000+,Graduate degree,South Atlantic
901,3289419064,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,$100000 - $149999,Bachelor degree,South Atlantic
902,3289418012,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,3289416615,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,6,5,1,2,3,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,No,,Yes,Male,45-60,$0 - $24999,Some college or Associate degree,West North Central
904,3289415200,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,18-29,$0 - $24999,Some college or Associate degree,East North Central
905,3289414959,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,4,1,2,3,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,Male,45-60,$50000 - $99999,Some college or Associate degree,West South Central
906,3289414036,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,Star Wars: Episode V The Empire Strikes Back,,2,3,4,5,6,1,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,45-60,$0 - $24999,Some college or Associate degree,South Atlantic
907,3289410507,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,4,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,,,,,,,,,
908,3289410455,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,4,2,1,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,Yes,No,Yes,Male,18-29,$150000+,Graduate degree,South Atlantic
909,3289398157,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1,2,3,4,5,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Male,45-60,$25000 - $49999,Some college or Associate degree,South Atlantic
910,3289394268,Yes,Yes,,Star Wars: Episode II  Attack of the Clones,,,,,4,5,3,6,2,1,Very favorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,Yes,Yes,No,Female,18-29,$25000 - $49999,Bachelor degree,West North Central
911,3289393495,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,4,5,6,1,2,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,Male,> 60,$25000 - $49999,Bachelor degree,South Atlantic
912,3289392497,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,4,5,2,3,1,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Han,No,,Yes,Female,30-44,$0 - $24999,High school degree,East North Central
913,3289383220,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,Star Wars: Episode V The Empire Strikes Back,,1,4,5,2,6,3,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,> 60,$50000 - $99999,Some college or Associate degree,West South Central
914,3289381739,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,1,2,3,4,5,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Han,No,,No,Female,45-60,,Some college or Associate degree,Pacific
915,3289374653,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,30-44,$50000 - $99999,Bachelor degree,New England
916,3289370623,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,3,6,4,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Han,No,,No,Female,45-60,$25000 - $49999,Bachelor degree,West North Central
917,3289369318,Yes,Yes,,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,4,5,3,1,2,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Greedo,Yes,No,Yes,Female,30-44,$50000 - $99999,Graduate degree,West North Central
918,3289363684,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,1,3,5,4,2,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,Yes,Male,18-29,$50000 - $99999,Bachelor degree,West South Central
919,3289358306,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1,2,3,4,5,6,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,No,Female,45-60,$50000 - $99999,Bachelor degree,Middle Atlantic
920,3289354975,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,4,3,1,2,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Han,No,,No,Female,18-29,$0 - $24999,Bachelor degree,New England
921,3289351950,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1,3,5,6,2,4,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Han,No,,Yes,Female,45-60,$50000 - $99999,Bachelor degree,Middle Atlantic
922,3289351379,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,No,,Yes,Female,30-44,$50000 - $99999,Some college or Associate degree,Mountain
923,3289341349,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,> 60,$50000 - $99999,Graduate degree,Middle Atlantic
924,3289334585,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,3289334511,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,$150000+,Graduate degree,Pacific
926,3289322178,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,,2,3,4,5,1,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,No,,No,Female,30-44,$25000 - $49999,Bachelor degree,Pacific
927,3289321600,Yes,No,Star Wars: Episode I  The Phantom Menace,,,,,,1,2,3,4,5,6,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),I don't understand this question,No,,No,Male,> 60,$150000+,Graduate degree,New England
928,3289317542,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,6,5,1,2,3,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Han,Yes,Yes,Yes,Male,30-44,,Graduate degree,Middle Atlantic
929,3289316592,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,$50000 - $99999,Some college or Associate degree,South Atlantic
930,3289311086,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,5,2,1,4,6,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Female,> 60,$50000 - $99999,,South Atlantic
